X,Y,施設名,施設名かな,施設名（施設名かな）,所在地,地区名,TEL,FAX,詳細情報,開館時間,URL,バリアフリー情報,駐輪場 PC,駐輪場 携,大分類,小分類,カテゴリ,アイコン番号,施設ID
135.5147559,34.61259694,長居障害者スポーツセンター,ながいしょうがいしゃすぽーつせんたー,長居障害者スポーツセンター（ながいしょうがいしゃすぽーつせんたー）,東住吉区長居公園内,東住吉区,06-6697-8681,,,,http://www.fukspo.org/,http://www.osaka-bfmap.jp/sisetu_data/data/220803.php?bunrui=1&name=22.php,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,38
135.5162328,34.61525586,キンチョウスタジアム,きんちょうすたじあむ,キンチョウスタジアム（きんちょうすたじあむ）,東住吉区長居公園内,東住吉区,06-6691-2500,,,,http://www.nagai-park.jp/ballgame/index.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,3108
135.51845,34.61402197,長居陸上競技場,ながいりくじょうきょうぎじょう,長居陸上競技場（ながいりくじょうきょうぎじょう）,東住吉区長居公園内,東住吉区,06-6691-2500,,,,http://www.nagai-park.jp/stadium/index.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,3110
135.5178942,34.61505294,長居トレーニングセンター,ながいとれーにんぐせんたー,長居トレーニングセンター（ながいとれーにんぐせんたー）,東住吉区長居公園内（長居陸上競技場内）,東住吉区,06-6699-8885,,,,http://www.nagai-park.jp/training-center/,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,3111
135.5148556,34.61364381,長居テニス場,ながいてにすじょう,長居テニス場（ながいてにすじょう）,東住吉区長居公園内,東住吉区,06-6698-1235,,,,http://www.nagai-park.jp/tennis/index.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,3114
135.5184217,34.623003,長池運動場,ながいけうんどうじょう,長池運動場（ながいけうんどうじょう）,阿倍野区長池町19,阿倍野区,06-6691-7200,06-6691-6976,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/71/0/20710003/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,1243
135.4955888,34.62815603,西成スポーツセンター,にしなりすぽーつせんたー,西成スポーツセンター（にしなりすぽーつせんたー）,西成区玉出東1丁目6番1号,西成区,4398-1601,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/76/0/20760001/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,4838
135.4955922,34.62797492,西成屋内プール,にしなりおくないぷーる,西成屋内プール（にしなりおくないぷーる）,西成区玉出東1丁目6番1号,西成区,4398-1603,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/76/0/20760003/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,4839
135.4955827,34.62778606,西成屋内プール　トレーニングルーム,にしなりおくないぷーる　とれーにんぐるーむ,西成屋内プール　トレーニングルーム（にしなりおくないぷーる　とれーにんぐるーむ）,西成区玉出東1丁目6番1号,西成区,4398-1605,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/76/0/20760002/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,4840
135.5194418,34.629481,ゲートボール場,げーとぼーるじょう,ゲートボール場（げーとぼーるじょう）,阿倍野区桃ヶ池町1-11-7,阿倍野区,06-6714-7175,,,,,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,783
135.5413423,34.62728306,平野白鷺運動場,ひらのしらさぎうんどうじょう,平野白鷺運動場（ひらのしらさぎうんどうじょう）,東住吉区平野白鷺公園内,東住吉区,06-6691-7200,,,,,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,3057
135.56025,34.61751883,平野スポーツセンター,ひらのすぽーつせんたー,平野スポーツセンター（ひらのすぽーつせんたー）,平野区平野南4-6-1,平野区,06-6709-1255,06-6709-1026,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/75/0/20750003/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,2340
135.5602278,34.61788589,平野屋内プール,ひらのおくないぷーる,平野屋内プール（ひらのおくないぷーる）,平野区平野南4-6-1,平野区,06-6709-1255,06-6709-1026,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/75/0/20750001/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,2351
135.5603308,34.61777794,平野トレーニングルーム,ひらのとれーにんぐるーむ,平野トレーニングルーム（ひらのとれーにんぐるーむ）,平野区平野南4-6-1（平野屋内プール内）,平野区,06-6709-1255,06-6709-1026,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/75/0/20750002/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,2352
135.3949919,34.66289711,シーサイドテニスガーデン舞洲,しーさいどてにすがーでんまいしま,シーサイドテニスガーデン舞洲（しーさいどてにすがーでんまいしま）,此花区北港緑地2,此花区,6460-9711,,,,http://www.maishima.co.jp/shisetsu/tennis/index.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,1326
135.397067,34.66311914,舞洲ベースボールスタジアム,まいしまべーすぼーるすたじあむ,舞洲ベースボールスタジアム（まいしまべーすぼーるすたじあむ）,此花区北港緑地2,此花区,6460-1011,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/54/0/20540011/d.html,http://www.osaka-bfmap.jp/sisetu_data/data/040604.php?bunrui=1&name=4.php,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,1328
135.3976309,34.66564383,舞洲アリーナ,まいしまありーな,舞洲アリーナ（まいしまありーな）,此花区北港緑地2,此花区,6460-1811,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/54/0/20540008/d.html,http://www.osaka-bfmap.jp/sisetu_data/data/040603.php?bunrui=1&name=4.php,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,1327
135.3953112,34.66930808,舞洲第2運動場,まいしまだい２うんどうじょう,舞洲第2運動場（まいしまだい２うんどうじょう）,此花区北港緑地2,此花区,6460-2870,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/54/0/20540014/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,1329
135.4001358,34.66425589,舞洲運動広場,まいしまうんどうひろば,舞洲運動広場（まいしまうんどうひろば）,此花区北港緑地1,此花区,6460-9844,6460-9822,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/54/0/20540009/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,1325
135.4081331,34.66806908,舞洲障害者スポーツセンター（アミティ舞洲）,まいしましょうがいしゃすぽーつせんたー（あみてぃまいしま）,舞洲障害者スポーツセンター（アミティ舞洲）（まいしましょうがいしゃすぽーつせんたー（あみてぃまいしま））,此花区北港白津2丁目1番46号,此花区,06-6465-8200,06-6465-8207,,,http://www.fukspo.org/maishimassc/,http://www.osaka-bfmap.jp/sisetu_data/data/040602.php?bunrui=1&name=4.php,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,1324
135.4720889,34.64734417,市立大正スポーツセンター,しりつたいしょうすぽーつせんたー,市立大正スポーツセンター（しりつたいしょうすぽーつせんたー）,大正区小林東3-3-25,大正区,06-6555-8402,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/58/0/20580002/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,3840
135.4720889,34.64718306,市立大正トレーニングルーム,しりつたいしょうとれーにんぐるーむ,市立大正トレーニングルーム（しりつたいしょうとれーにんぐるーむ）,大正区小林東3-3-25,大正区,06-6555-8952,,市立大正屋内プール内,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/58/0/20580003/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,3841
135.4722782,34.64747792,市立大正屋内プール,しりつたいしょうおくないぷーる,市立大正屋内プール（しりつたいしょうおくないぷーる）,大正区小林東3-3-25,大正区,06-6555-8950,,,,,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,3842
135.4723563,34.64948914,千島体育館,ちしまたいいくかん,千島体育館（ちしまたいいくかん）,大正区千島2-7-93,大正区,06-6553-7800,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/58/0/20580001/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,3859
135.4444441,34.65950597,大阪市中央体育館,おおさかしちゅうおうたいいくかん,大阪市中央体育館（おおさかしちゅうおうたいいくかん）,港区田中3-1-40,港区,06-6576-0800,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/57/0/20570001/d.html,http://www.osaka-bfmap.jp/sisetu_data/data/070601.php?bunrui=1&name=7.php,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,2060
135.4444643,34.65933083,中央体育館トレーニング室,ちゅうおうたいいくかんとれーにんぐしつ,中央体育館トレーニング室（ちゅうおうたいいくかんとれーにんぐしつ）,港区田中3-1-40,港区,06-6576-0071,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/57/0/20570003/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,2061
135.4474369,34.66084928,大阪プール,おおさかぷーる,大阪プール（おおさかぷーる）,港区田中3-1-20,港区,06-6571-2010,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/57/0/20570006/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,2057
135.4472893,34.66085003,大阪プールアイススケート場,おおさかぷーるあいすすけーとじょう,大阪プールアイススケート場（おおさかぷーるあいすすけーとじょう）,港区田中3-1-20,港区,06-6571-2010,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/57/0/20570007/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,2058
135.445578,34.66190589,港スポーツセンター,みなとすぽーつせんたー,港スポーツセンター（みなとすぽーつせんたー）,港区田中3-1-128,港区,06-6576-4081,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/57/0/20570002/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,2054
135.4584558,34.67962208,春日出運動場,かすがでうんどうじょう,春日出運動場（かすがでうんどうじょう）,此花区春日出南1-2（春日出公園内）,此花区,6441-6748,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/54/0/20540004/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,947
135.4630332,34.68146889,此花スポーツセンター,このはなすぽーつせんたー,此花スポーツセンター（このはなすぽーつせんたー）,此花区西九条6-1-27,此花区,6465-5800,6465-5816,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/54/0/20540001/d.html,http://www.osaka-bfmap.jp/sisetu_data/data/040601.php?bunrui=1&name=4.php,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,1284
135.4801892,34.67612783,松島野球場,まつしまやきゅうじょう,松島野球場（まつしまやきゅうじょう）,西区千代崎1-3,西区,06-6441-6748,06-6441-6797,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/56/0/20560003/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,2195
135.4816249,34.67790786,西屋内プール・トレーニングルーム,にしおくないぷーる・とれーにんぐるーむ,西屋内プール・トレーニングルーム（にしおくないぷーる・とれーにんぐるーむ）,西区本田1-4-16,西区,06-6581-7601(プール）、06-6581-7603（トレーニングルーム）,06-6581-7602,,,,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,2196
135.4876583,34.68066111,西スポーツセンター,にしすぽーつせんたー,西スポーツセンター（にしすぽーつせんたー）,西区立売堀4-10-18,西区,06-6538-3413,06-6538-3419,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/56/0/20560001/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,2194
135.4903471,34.68431103,靱テニスセンター,うつぼてにすせんたー,靱テニスセンター（うつぼてにすせんたー）,西区靱本町2-1-14,西区,06-6441-6211,06-6441-6226,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/56/0/20560004/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,2193
135.4709388,34.689711,吉野町運動場,よしのちょううんどうじょう,吉野町運動場（よしのちょううんどうじょう）,福島区吉野4-12,福島区,06-6441-6748,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/53/0/20530005/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,3527
135.473119,34.69130017,福島スポーツセンター,ふくしますぽーつせんたー,福島スポーツセンター（ふくしますぽーつせんたー）,福島区吉野3-17-23（区民センター4階）,福島区,06-6468-0450,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/53/0/20530001/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,3525
135.4835559,34.68653294,中之島西テニス場,なかのしまにしてにすじょう,中之島西テニス場（なかのしまにしてにすじょう）,北区中之島西公園内,北区,06-6312-8121,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/51/0/20510006/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,788
135.4824887,34.68997211,下福島プール,しもふくしまぷーる,下福島プール（しもふくしまぷーる）,福島区福島4-1下福島公園内,福島区,06-6444-3450,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/53/0/20530004/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,3559
135.4823829,34.69095006,下福島運動場,しもふくしまうんどうじょう,下福島運動場（しもふくしまうんどうじょう）,福島区福島4-1下福島公園内,福島区,06-6441-6748,,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/53/0/20530002/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,3560
135.5107809,34.64200608,阿倍野スポーツセンター,あべのすぽーつせんたー,阿倍野スポーツセンター（あべのすぽーつせんたー）,阿倍野区阿倍野筋3-10-1-100,阿倍野区,06-6647-0086,06-6647-0190,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/71/0/20710001/d.html,http://www.osaka-bfmap.jp/sisetu_data/data/190601.php?bunrui=1&name=19.php,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,1693
135.5098141,34.64363903,阿倍野屋内プール,あべのおくないぷーる,阿倍野屋内プール（あべのおくないぷーる）,阿倍野区阿倍野筋3－13－23,阿倍野区,06-6636-7290,06-6636-7291,,,http://www.sports.city.osaka.jp/sports/sa/tb/i/2/0/0/71/0/20710005/d.html,,,,公園・スポーツ,スポーツ施設,公園・スポーツ/スポーツ施設,153,1752
